Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Site name,canonical_Address,canonical_Zip,canonical_Phone
1344,1.0,1561,chapin_dfss_providers_2011_070212.csv,CHICAGO PUBLIC SCHOOLS PECK SCHOOL,3826 W 58TH ST ,60629,5352450,,,,,,,CHICAGO PUBLIC SCHOOLS,WEST ELSDON,,,,,Okab Hassan,Yes,No,No,,,,,,,,,,,b'chicago public schools peck school',b'3826 w 58th st',b'60629',b'5352450'
558,0.9609823827506465,1562,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS PENN, WILLIAM",1616 S AVERS ,60623,5341665,,,,,,,CHICAGO PUBLIC SCHOOLS,NORTH LAWNDALE,,,,,Mrs. Sherryl  Moore-Ollie,Yes,No,No,,,,,,,,,,,"b'chicago public schools penn, william'",b'1616 s avers',b'60623',b'5341665'
559,0.9779192806880685,1563,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS PEREZ, MANUEL",1241 W 19TH STREET ,60608,5347650,,,,,,,CHICAGO PUBLIC SCHOOLS,LOWER WEST SIDE,,,,,Mrs. Sylvia  Stamatoglou,Yes,No,No,,,,,,,,,,,"b'chicago public schools perez, manuel'",b'1241 w 19th street',b'60608',b'5347650'
560,0.7213270381109625,1564,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS PICCOLO SPECIALTY SCHOOL, BRIAN",1040 N KEELER AVENUE ,60651,5344425,,,,,,,CHICAGO PUBLIC SCHOOLS,HUMBOLDT PARK,,,,,Mrs. Althea  Hammond,Yes,No,No,,,,,,,,,,,"b'chicago public schools piccolo specialty school, brian'",b'1040 n. keeler avenue',b'60651',b'5344425'
561,0.9779192806880685,1565,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS PICKARD, JOSIAH L.",2301 W 21ST STREET ,60608,5357280,,,,,,,CHICAGO PUBLIC SCHOOLS,LOWER WEST SIDE,,,,,Rigo  Hernandez,Yes,No,No,,,,,,,,,,,"b'chicago public schools pickard, josiah l.'",b'2301 w 21st street',b'60608',b'5357280'
562,0.9779192806880685,1566,chapin_dfss_providers_2011_070212.csv,CHICAGO PUBLIC SCHOOLS PILSEN COMM. ACADEMY,1420 W 17TH STREET ,60608,5347675,,,,,,,CHICAGO PUBLIC SCHOOLS,LOWER WEST SIDE,,,,,Dr. Adel M.  Ali,Yes,No,No,,,,,,,,,,,b'chicago public schools pilsen comm. academy',b'1420 w 17th street',b'60608',b'5347675'
563,0.9763594275596154,1567,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS REAVIS, WILLIAM CLAUDE",834 E 50TH STREET ,60615,5351060,,,,,,,CHICAGO PUBLIC SCHOOLS,KENWOOD,,,,,Mr. Michael T. Johnson,Yes,No,No,,,,,,,,,,,"b'chicago public schools reavis, william claude'",b'834 e 50th street',b'60615',b'5351060'
564,0.9779192806880685,1568,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS REVERE, PAUL",1010 E 72ND STREET ,60619,5350618,,,,,,,CHICAGO PUBLIC SCHOOLS,GREATER GRAND CROSSING,,,,,Mrs. Veronica J.  Thompson,Yes,No,No,,,,,,,,,,,"b'chicago public schools revere, paul'",b'1010 e 72nd street',b'60619',b'5350618'
565,0.9787556526176256,1569,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS ROBINSON, JACKIE R.",4225 S LAKE PARK AVE ,60653,5351777,,,,,,,CHICAGO PUBLIC SCHOOLS,OAKLAND,,,,,Ms. Keshia B.  Warner,Yes,No,No,,,,,,,,,,,"b'chicago public schools robinson, jackie r.'",b'4225 s lake park ave',b'60653',b'5351777'
566,0.9760060308894946,1570,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS RUGGLES, MARTHA M.",7831 S PRAIRIE AVE ,60619,5353085,,,,,,,CHICAGO PUBLIC SCHOOLS,GREATER GRAND CROSSING,,,,,Ida Patterson,Yes,No,No,,,,,,,,,,,"b'chicago public schools ruggles, martha m.'",b'7831 s prairie ave',b'60619',b'5353085'
567,0.9813172818949275,1571,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS RYDER, WILLIAM H.",8716 S WALLACE STREET ,60620,5353843,,,,,,,CHICAGO PUBLIC SCHOOLS,AUBURN GRESHAM,,,,,Mrs. Janice  Preston,Yes,No,No,,,,,,,,,,,"b'chicago public schools ryder, william h.'",b'8716 s wallace street',b'60620',b'5353843'
568,0.8341557735491264,1572,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS RYERSON, MARTIN A.",646 N LAWNDALE ,60624,5346700,,,,,,,CHICAGO PUBLIC SCHOOLS,HUMBOLDT PARK,,,,,Mr. Lorenzo Russell,Yes,No,No,,,,,,,,,,,"b'chicago public schools ryerson, martin a.'",b'646 n lawndale',b'60624',b'5346700'
569,0.9933941960143853,1573,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS SANDOVAL, SOCORRO",5534 S SAINT LOUIS AVE ,60629,5350457,,,,,,,CHICAGO PUBLIC SCHOOLS,GAGE PARK,,,,,Dr. Ana Expinoza,Yes,No,No,,,,,,,,,,,"b'chicago public schools sandoval, socorro'",b'5534 s saint louis ave',b'60629',b'5350457'
570,0.7569624210511191,1574,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS SAUCEDO SCHOLASTIC ACADEMY, MARIA",2850 W 24 TH BLVD ,60623,5341770,,,,,,,CHICAGO PUBLIC SCHOOLS,SOUTH LAWNDALE,,,,,Mrs. Leticia L.  Gonzalez,Yes,No,No,,,,,,,,,,,"b'chicago public schools saucedo scholastic academy, maria'",b'2850 w. 24 th blvd',b'60623',b'5341770'
571,0.9926416276980163,1575,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS SEWARD, WILLIAM H.",4600 S HERMITAGE AVE ,60609,5354890,,,,,,,CHICAGO PUBLIC SCHOOLS,NEW CITY,,,,,Marcey Reyes,Yes,No,No,,,,,,,,,,,"b'chicago public schools seward, william h.'",b'4600 s hermitage ave',b'60609',b'5354890'
572,0.9693351389600166,1576,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS SEXTON, AUSTIN O.",6020 S LANGLEY ,60637,5350640,,,,,,,CHICAGO PUBLIC SCHOOLS,WOODLAWN,,,,,Mrs. Ginger V. Bryant,Yes,No,No,,,,,,,,,,,"b'chicago public schools sexton, austin o.'",b'6020 s langley',b'60637',b'5350640'
573,0.9933941960143853,1577,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS SHERWOOD, JESSIE",245 W 57TH ST ,60621,5350829,,,,,,,CHICAGO PUBLIC SCHOOLS,ENGLEWOOD,,,,,Alice Buzanis,Yes,No,No,,,,,,,,,,,"b'chicago public schools sherwood, jessie'",b'245 w 57th st',b'60621',b'5350829'
574,0.9925553201925197,1578,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS SHIELDS, JAMES",4250 S ROCKWELL ST ,60632,5357285,,,,,,,CHICAGO PUBLIC SCHOOLS,BRIGHTON PARK,,,,,Philip Salemi,Yes,No,No,,,,,,,,,,,"b'chicago public schools shields, james'",b'4250 s rockwell st',b'60632',b'5357285'
575,0.9763594275596154,1579,chapin_dfss_providers_2011_070212.csv,CHICAGO PUBLIC SCHOOLS SONGHAI LEARNING INSTITUTE,11725 S PERRY AVE ,60628,5355547,,,,,,,CHICAGO PUBLIC SCHOOLS,WEST PULLMAN,,,,,Ms. Taliva A. Tillman,Yes,No,No,,,,,,,,,,,b'chicago public schools songhai learning institute',b'11725 s perry ave',b'60628',b'5355547'
576,0.8747960421401286,1580,chapin_dfss_providers_2011_070212.csv,CHICAGO PUBLIC SCHOOLS SPENCER MATH AND SCIENCE ACADEMY,214 N LAVERGNE ,60644,5346150,,,,,,,CHICAGO PUBLIC SCHOOLS,AUSTIN,,,,,Mr. Shawn L.  Jackson,Yes,No,No,,,,,,,,,,,b'chicago public schools spencer math and science academy',b'214 n. lavergne',b'60644',b'5346150'
577,0.9721273783061377,1581,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS STAGG, AMOS A.",7424 S MORGAN ST ,60621,5353565,,,,,,,CHICAGO PUBLIC SCHOOLS,ENGLEWOOD,,,,,Ms. Ruth A. Miller,Yes,No,No,,,,,,,,,,,"b'chicago public schools stagg, amos a.'",b'7424 s morgan st',b'60621',b'5353565'
578,0.8181773302929369,1582,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS STEWART, GRAEME",4525 N KENMORE ,60640,5342640,,,,,,,CHICAGO PUBLIC SCHOOLS,UPTOWN,,,,,Ms. Patricia A.  Turner,Yes,No,No,,,,,,,,,,,"b'chicago public schools stewart, graeme'",b'4525 n. kenmore',b'60640',b'5342640'
1345,1.0,1583,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS STOCKTON, JOSEPH",4420 N BEACON ST ,60640,5342450,,,,,,,CHICAGO PUBLIC SCHOOLS,UPTOWN,,,,,Ms. Jill Besenjak,Yes,No,No,,,,,,,,,,,"b'chicago public schools stockton, joseph'",b'4420 n beacon st',b'60640',b'5342450'
579,0.9721889491271241,1584,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS STOWE, HARRIET BEECHER",3444 W WABANSIA ,60647,5344175,,,,,,,CHICAGO PUBLIC SCHOOLS,HUMBOLDT PARK,,,,,Dr. Charles L.  Kyle,Yes,No,No,,,,,,,,,,,"b'chicago public schools stowe, harriet beecher'",b'3444 w wabansia',b'60647',b'5344175'
580,0.9609823827506465,1585,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS TANNER, HENRY O.",7350 S EVANS ,60619,5353870,,,,,,,CHICAGO PUBLIC SCHOOLS,GREATER GRAND CROSSING,,,,,Mrs. Mona T. Miller,Yes,No,No,,,,,,,,,,,"b'chicago public schools tanner, henry o.'",b'7350 s evans',b'60619',b'5353870'
581,0.9933942,1586,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS THOMAS CENTER, VELMA",3625 S HOYNE ,60609,5354088,,,,,,,CHICAGO PUBLIC SCHOOLS,MCKINLEY PARK,,,,,Elizabeth Najera,Yes,No,No,,,,,,,,,,,"b'chicago public schools thomas center, velma'",b'3625 s hoyne',b'60609',b'5354088'
583,0.9925553201925197,1587,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS THORP, JAMES N.",8914 S BUFFALO AVE ,60617,5356250,,,,,,,CHICAGO PUBLIC SCHOOLS,SOUTH CHICAGO,,,,,Tony Fisher,Yes,No,No,,,,,,,,,,,"b'chicago public schools thorp, james n.'",b'8914 s buffalo ave',b'60617',b'5356250'
585,0.9744825960698837,1588,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS WARD, LAURA S.",410 N MONTICELLO ,60624,5346440,,,,,,,CHICAGO PUBLIC SCHOOLS,HUMBOLDT PARK,,,,,Ms. Relanda  Hobbs,Yes,No,No,,,,,,,,,,,"b'chicago public schools ward, laura s.'",b'410 n monticello',b'60624',b'5346440'
586,0.8686556769992512,1589,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS WHITTIER, JOHN GREENLEAF",1900 W 23RD ST ,60608,5354590,,,,,,,CHICAGO PUBLIC SCHOOLS,LOWER WEST SIDE,,,,,Ms. Zoila  Garcia,Yes,No,No,,,,,,,,,,,"b'chicago public schools whittier, john greenleaf'",b'1900 w. 23rd st',b'60608',b'5354590'
587,0.8918458312145157,1590,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS WILLIAMS, DANIEL H.",2710 S DEARBORN ,60616,5349226,,,,,,,CHICAGO PUBLIC SCHOOLS,DOUGLAS,,,,,Ms. Lashonn Graham,Yes,No,No,,,,,,,,,,,"b'chicago public schools williams, daniel h.'",b'2710 s dearborn',b'60616',b'5349226'
588,0.9933942,1591,chapin_dfss_providers_2011_070212.csv,CHICAGO PUBLIC SCHOOLS WOODLAWN COMMUNITY SCHOOL,6657 S KIMBARK AVE ,60637,5350801,,,,,,,CHICAGO PUBLIC SCHOOLS,WOODLAWN,,,,,Frank  Embil,Yes,No,No,,,,,,,,,,,b'chicago public schools woodlawn community school',b'6657 s kimbark ave',b'60637',b'5350801'
1346,1.0,1592,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS WOODSON SOUTH, CARTER G.",4414 S EVANS ,60653,5351280,,,,,,,CHICAGO PUBLIC SCHOOLS,GRAND BOULEVARD,,,,,Ms. Renee A. Thomas,Yes,No,No,,,,,,,,,,,"b'chicago public schools woodson south, carter g.'",b'4414 s evans',b'60653',b'5351280'
589,0.8810742852816844,1593,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS YATES, RICHARD",1839 N RICHMOND ,60647,5344550,,,,,,,CHICAGO PUBLIC SCHOOLS,LOGAN SQUARE,,,,,Mr. Harry  Randell,Yes,No,No,,,,,,,,,,,"b'chicago public schools yates, richard'",b'1839 n. richmond',b'60647',b'5344550'
590,0.8735383956543453,1594,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS YOUNG, ELLA FLAGG",1434 N PARKSIDE ,60651,5346200,,,,,,,CHICAGO PUBLIC SCHOOLS,AUSTIN,,,,,Ms. Crystal Bell,Yes,No,No,,,,,,,,,,,"b'chicago public schools young, ella flagg'",b'1434 n. parkside',b'60651',b'5346200'
591,0.9760060308894946,1595,chapin_dfss_providers_2011_070212.csv,CHICAGO PUBLIC SCHOOLS ZAPATA ACADEMY,2728 S KOSTNER AVE ,60623,5341390,,,,,,,CHICAGO PUBLIC SCHOOLS,SOUTH LAWNDALE,,,,,Ms. Ruth F.  Garcia,Yes,No,No,,,,,,,,,,,b'chicago public schools zapata academy',b'2728 s kostner ave',b'60623',b'5341390'
1347,1.0,1596,chapin_dfss_providers_2011_070212.csv,CHICAGO STATE UNIVERSITY FCCH-EVELYN CROSS,724 W 116TH PL ,60628,4374020,,,,,,,CHICAGO STATE UNIVERSITY,WEST PULLMAN,,,,,Evelyn Lang,No,Yes,No,"5992IP(EHS Collaboration Enhanced Home IP), 5992IT(EHS Enhan",,,,,,,,,,b'chicago state university fcch-evelyn cross',b'724 w 116th pl',b'60628',b'4374020'
1348,1.0,1597,chapin_dfss_providers_2011_070212.csv,CHICAGO STATE UNIVERSITY FCCH-LATASHIE  TAIWO,8609 S INGLESIDE ,60619,4880716,,,,,,,CHICAGO STATE UNIVERSITY,CHATHAM,,,,,Evelyn Lang,No,Yes,No,"5971IP(EHS Collaboration Enhanced Home IP), 5973IT(Child Car",,,,,,,,,,b'chicago state university fcch-latashietaiwo',b'8609 s ingleside',b'60619',b'4880716'
592,0.9925553201925197,1598,chapin_dfss_providers_2011_070212.csv,CHICAGO STATE UNIVERSITY GRANT CREATIVE LEARNING CENTER,4025 S DREXEL BLVD ,60653,2858440,,,,,,,CHICAGO STATE UNIVERSITY,OAKLAND,,,,,Mary Billingsey,Yes,No,Yes,"4383SA(School Age (SA)), 4383PS(Child Care PS Center), 4370P",,,,,,,,,,b'chicago state university grant creative learning center',b'4025 s drexel blvd',b'60653',b'2858440'
593,0.9569834,1599,chapin_dfss_providers_2011_070212.csv,CHICAGO STATE UNIVERSITY RAISE UP A CHILD,124 E 113 ST ,60628,7851172,,,,,,,CHICAGO STATE UNIVERSITY,ROSELAND,,,,,,Yes,Yes,Yes,"4138PS(Child Care PS Center), 4134PS(HS Collaboration with C",,,,,,,,,,b'chicago state university raise up a child',b'124 e 113 st',b'60628',b'7851172'
594,0.9933942,1600,chapin_dfss_providers_2011_070212.csv,CHICAGO STATE UNIVERSITY SHINING STAR EARLY LEARNING ACADEMY - II,854 E 79TH ST ,60619,4191994,,,,,,,CHICAGO STATE UNIVERSITY,GREATER GRAND CROSSING,,,,,Shnida Wray,Yes,No,No,4142PS(HS Collaboration with Childcare),,,,,,,,,,b'chicago state university shining star early learning academy - ii',b'854 e 79th st',b'60619',b'4191994'
1349,1.0,1601,chapin_dfss_providers_2011_070212.csv,CHICAGO STATE UNIVERSITY SHINING STAR EARLY LEARNING ACADEMY - III,338 E 103RD ST ,60628,4191994,,,,,,,CHICAGO STATE UNIVERSITY,ROSELAND,,,,,Erica Shirley,Yes,No,No,4143PS(HS Collaboration with Childcare),,,,,,,,,,b'chicago state university shining star early learning academy - iii',b'338 e 103rd st',b'60628',b'4191994'
595,0.9933942,1602,chapin_dfss_providers_2011_070212.csv,CHICAGO STATE UNIVERSITY THE LOVE LEARNING CENTER,228 E 61ST ST ,60637,7520243,,,,,,,CHICAGO STATE UNIVERSITY,WASHINGTON PARK,,,,,Burchell Love,Yes,No,No,,,,,,,,,,,b'chicago state university the love learning center',b'228 e 61st st',b'60637',b'7520243'
250,0.9663332099588666,1603,chapin_dfss_providers_2011_070212.csv,CHICAGO STATE UNIVERSITY TINY TOTS VILLA,8128 S KING DR ,60641,4836251,,,,,,,CHICAGO STATE UNIVERSITY,CHATHAM,,,,,Judith Tyson,Yes,No,Yes,"4292PS(Child Care PS Center), 4205PS(HS Collaboration with C",,,,,,,,,,b'chicago state university tiny tots villa',b'8128 s king dr',b'60641',b'4836251'
135,0.9069179545550657,1604,chapin_dfss_providers_2011_070212.csv,CHICAGO YOUTH CENTERS ABC,3415 W 13TH PL ,60623,7625655,,,,,,,CHICAGO YOUTH CENTERS,NORTH LAWNDALE,,,,,Talina Bowie,Yes,No,No,,,,,,,,,,,b'chicago youth centers - abc',b'3415 w 13th pl',b'60623',b'7625655'
126,0.9688381095158415,1605,chapin_dfss_providers_2011_070212.csv,CHICAGO YOUTH CENTERS CENTRO NUESTRO,3222 W DIVISION ,60651,4893157,,,,,,,CHICAGO YOUTH CENTERS,HUMBOLDT PARK,,,,,Valerie Meritt,Yes,No,No,4301PS(HS Collaboration with Childcare & PreK),,,,,,,,,,b'chicago youth centers - centro nuestro / cyc',b'3222 w division',b'60651',b'4893157'
596,0.9933942,1606,chapin_dfss_providers_2011_070212.csv,CHICAGO YOUTH CENTERS CUDDLE CARE ACADEMY,4800 S LAKE PARK AVE ,60615,2851114,,,,,,,CHICAGO YOUTH CENTERS,KENWOOD,,,,,,Yes,No,No,,,,,,,,,,,b'chicago youth centers cuddle care academy',b'4800 s lake park ave',b'60615',b'2851114'
265,0.9469299922784581,1607,chapin_dfss_providers_2011_070212.csv,CHICAGO YOUTH CENTERS DOROTHY GAUTREAUX,975 E 132ND ST ,60627,2911000,,,,,,,CHICAGO YOUTH CENTERS,RIVERDALE,,,,,Glenda Williams,Yes,No,No,,,,,,,,,,,b'chicago youth centers - dorothy gautreaux / cyc',b'975 e 132nd st',b'60627',b'2911000'
331,0.9933941960143853,1608,chapin_dfss_providers_2011_070212.csv,CHICAGO YOUTH CENTERS EZZARD CHARLES SCHOOL,7946 S ASHLAND AVE ,60620,4870227,,,,,,,CHICAGO YOUTH CENTERS,AUBURN GRESHAM,,,,,Eldora Davis,Yes,No,No,,,,,,,,,,,b'chicago youth centers ezzard charles school',b'7946 s ashland ave',b'60620',b'4870227'
396,0.9663310004536064,1609,chapin_dfss_providers_2011_070212.csv,CHICAGO YOUTH CENTERS FELLOWSHIP HOUSE,844 W 32ND ST ,60608,3262282,,,,,,,CHICAGO YOUTH CENTERS,BRIDGEPORT,,,,,Levory Wilder,Yes,No,No,,,,,,,,,,,b'chicago youth centers fellowship house',b'844 w 32nd st',b'60608',b'3262282'
1350,1.0,1610,chapin_dfss_providers_2011_070212.csv,CHICAGO YOUTH CENTERS JUST LIKE HOME,301 E 79TH ST ,60619,7830955,,,,,,,CHICAGO YOUTH CENTERS,CHATHAM,,,,,,No,No,No,,,,,,,,,,,b'chicago youth centers just like home',b'301 e 79th st',b'60619',b'7830955'
597,0.9744826,1611,chapin_dfss_providers_2011_070212.csv,CHICAGO YOUTH CENTERS KIDS R US,7453 S VINCENNES ,60621,8465437,,,,,,,CHICAGO YOUTH CENTERS,GREATER GRAND CROSSING,,,,,Tammy Oliver,Yes,No,No,,,,,,,,,,,b'chicago youth centers kids r us',b'7453 s vincennes',b'60621',b'8465437'
345,0.9684818852541754,1612,chapin_dfss_providers_2011_070212.csv,CHICAGO YOUTH CENTERS LOTTS OF LOVE,1139 W 79TH ST ,60620,8744954,,,,,,,CHICAGO YOUTH CENTERS,AUBURN GRESHAM,,,,,Carol Quinn,Yes,No,No,,,,,,,,,,,b'chicago youth centers lotts of love',b'1139 w 79th st',b'60620',b'8744954'
39,0.9694803820338103,1613,chapin_dfss_providers_2011_070212.csv,CHICAGO YOUTH CENTERS MT. MORIAH-TAYLOR,1501 N HARDING ,60651,2785837,,,,,,,CHICAGO YOUTH CENTERS,HUMBOLDT PARK,,,,,Elizabeth Heilbronn,Yes,No,No,7065PS(HS Collaboration with Childcare & PreK),,,,,,,,,,b'chicago youth centers - mt. moriah-taylor / cyc',b'1501 n harding ave',b'60651',b'2785837'
598,0.70545995,1614,chapin_dfss_providers_2011_070212.csv,CHICAGO YOUTH CENTERS PATHWAY,6535 S KEDZIE AVE ,60629,,,,,,,,CHICAGO YOUTH CENTERS,CHICAGO LAWN,,,,,,Yes,No,No,,,,,,,,,,,b'chicago youth centers pathway',b'6535 s kedzie ave',b'60629',b'7780017'
599,0.9933942,1615,chapin_dfss_providers_2011_070212.csv,CHICAGO YOUTH CENTERS PATHWAYS TO LEARNING CC,3418 W 79TH ST ,60652,7765439,,,,,,,CHICAGO YOUTH CENTERS,ASHBURN,,,,,Carol Quinn,Yes,No,No,,,,,,,,,,,b'chicago youth centers pathways to learning cc',b'3418 w 79th st',b'60652',b'7765439'
372,0.9663332099588666,1616,chapin_dfss_providers_2011_070212.csv,CHICAGO YOUTH CENTERS PATHWAYS TO LEARNING CC1,3460 W 79TH ST ,60652,4369244,,,,,,,CHICAGO YOUTH CENTERS,ASHBURN,,,,,Carol Quinn,Yes,No,No,,,,,,,,,,,b'chicago youth centers pathways to learning cc1',b'3460 w 79th st',b'60652',b'4369244'
370,0.9092991342834147,1617,chapin_dfss_providers_2011_070212.csv,CHICAGO YOUTH CENTERS RACHEL'S 1,3430 W ROOSEVELT RD ,60624,5331837,,,,,,,CHICAGO YOUTH CENTERS,NORTH LAWNDALE,,,,,Carol Quinn,Yes,No,No,,,,,,,,,,,"b""chicago youth centers - rachel's learning center #1""",b'3430 w roosevelt rd',b'60624',b'5331837'
600,0.9744825960698837,1618,chapin_dfss_providers_2011_070212.csv,CHICAGO YOUTH CENTERS RACHEL'S 2,5242 W NORTH AVE ,60639,2371444,,,,,,,CHICAGO YOUTH CENTERS,AUSTIN,,,,,Carol Quinn,Yes,No,No,,,,,,,,,,,"b""chicago youth centers rachel's 2""",b'5242 w north ave',b'60639',b'2371444'
244,0.9857140779181894,1619,chapin_dfss_providers_2011_070212.csv,CHICAGO YOUTH CENTERS REBECCA CROWN,7601 S PHILLIPS ,60649,7310444,,,,,,,CHICAGO YOUTH CENTERS,SOUTH SHORE,,,,,Annette Anthony,Yes,No,No,7088PS(HS Collaboration with Childcare & PreK),,,,,,,,,,b'chicago youth centers rebecca crown',b'7601 s phillips',b'60649',b'7310444'
166,0.9102394617630112,1620,chapin_dfss_providers_2011_070212.csv,CHICAGO YOUTH CENTERS ROSELAND CHILD DEVELOPMENT,461 E 111TH ST ,60627,4684405,,,,,,,CHICAGO YOUTH CENTERS,ROSELAND,,,,,Leola Clay,Yes,No,No,7066PS(HS Collaboration with Childcare & PreK),,,,,,,,,,b'chicago youth centers - roseland / cyc',b'461 e 111th st',b'60627',b'4684405'
367,0.9464227562999368,1621,chapin_dfss_providers_2011_070212.csv,CHICAGO YOUTH CENTERS SHINING STAR 1,3012 16 E 92ND ST ,60617,9787827,,,,,,,CHICAGO YOUTH CENTERS,SOUTH DEERING,,,,,Carol Quinn,Yes,No,No,,,,,,,,,,,b'chicago youth centers shining star 1',b'3012 16 e 92nd st',b'60617',b'9787827'
80,0.9334281748657116,1622,chapin_dfss_providers_2011_070212.csv,CHINESE AMERICAN SERVICE LEAGUE CHINESE AMERICAN SERVICE LEAGUE CHILD DEV CTR,2141 S TAN COURT ,60616,7910454,,,,,,,CHINESE AMERICAN SERVICE LEAGUE,ARMOUR SQUARE,,,,,Weilian Xin,Yes,No,Yes,"3248PS (HS Collaboration with Childcare & PreK), 2771PS (Chi",,,,,,,,,,b'chinese american service league chinese american service league child dev ctr',b'2141 s tan court',b'60616',b'7910454'
93,0.918305879877342,1623,chapin_dfss_providers_2011_070212.csv,CHRISTOPHER HOUSE GREENVIEW,2507 N GREENVIEW ,60614,4721083,,,,,,,CHRISTOPHER HOUSE,LINCOLN PARK,,,,,Aimee Washington,Yes,No,No,"2681IT(Child Care IT Center), 3406PS(HS Collaboration with C",,,,,,,,,,b'christopher house',b'2507 n greenview ave',b'60614',b'4721083'
129,0.9694563714586971,1624,chapin_dfss_providers_2011_070212.csv,CHRISTOPHER HOUSE LOGAN SQUARE,3255 W ALTGELD ,60647,2354073,,,,,,,CHRISTOPHER HOUSE,LOGAN SQUARE,,,,,Carmen Velez,Yes,No,Yes,"4321IT(Child Care IT Center), 7087PS(HS Collaboration with C",,,,,,,,,,b'christopher house logan square',b'3255 w. altgeld street',b'60647',b'2354073'
327,0.9289677904136837,1625,chapin_dfss_providers_2011_070212.csv,CHRISTOPHER HOUSE ROGERS PARK,7059 N GREENVIEW ,60626,2745477,,,,,,,CHRISTOPHER HOUSE,ROGERS PARK,,,,,Joni Rudds,Yes,No,Yes,"7073PS(HS Collaboration with Childcare & PreK), 4147PS(Child",,,,,,,,,,b'christopher house rogers park',b'7059 n greenview avenue',b'60626',b'2745477'
173,0.9370638800882912,1626,chapin_dfss_providers_2011_070212.csv,CHRISTOPHER HOUSE UPTOWN,4701 N WINTHROP ,60640,7694540,,,,,,,CHRISTOPHER HOUSE,UPTOWN,,,,,Karen Ross William,Yes,No,No,"2672IT(Child Care IT Center), 3405PS(HS Collaboration with C",,,,,,,,,,b'christopher house uptown',b'4701 n winthrop avenue',b'60640',b'7694540'
62,0.9339431530241231,1627,chapin_dfss_providers_2011_070212.csv,CHURCH OF GOD TRUE BELIEVERS CHURCH OF GOD COMMUNITY DAY CARE,1738 W MARQUETTE ST ,60636,,,,,,,,CHURCH OF GOD TRUE BELIEVERS,WEST ENGLEWOOD,,,,,Rev. Sheila Sims,Yes,No,No,7130PS(HS Collaboration with Childcare),,,,,,,,,,b'church of god true believers church of god community day care',b'1738 w marquette st',b'60636',b'4769562'
343,0.9768543118976071,1628,chapin_dfss_providers_2011_070212.csv,COMMUNITY LEARNING CENTER COMMUNITY LEARNING CENTER,10612 S WENTWORTH ,60628,9284104,,,,,,,COMMUNITY LEARNING CENTER,ROSELAND,,,,,Wanda Avery,Yes,No,No,,,,,,,,,,,b'community learning center community learning center',b'10612 s wentworth',b'60628',b'9284104'
